uid	offset	size	flag	csize	path
3862D840	75890486	43655	32	35421	\spr\npcres\man\MA_RH_140_AT02.spr
386693C8	75925907	27285	32	18760	\spr\npcres\woman\FM_RH_134_ST01.spr
387E8C8E	75944667	257126	32	213367	\spr\npcres\man\MA_BD_130_MG04.spr
389ABA53	76158034	27549	32	20054	\spr\npcres\woman\FM_RH_131_WK01.spr
38A6422E	76178088	206154	32	168073	\spr\npcres\man\MA_BD_139_HR01.spr
38C6A770	76346161	16427	32	9458	\spr\npcres\woman\FM_LH_131_ST06.spr
38CE7851	76355619	232884	32	197122	\spr\npcres\woman\FM_BD_141_DE02.spr
38D83F9F	76552741	25490	32	19788	\spr\npcres\woman\FM_HD_134_HW01.spr
38D856FC	76572529	268134	32	233415	\spr\npcres\man\MA_BD_130_AT03.spr
38DFB7CC	76805944	26843	32	21847	\spr\npcres\man\MA_HD_130_RN03.spr
38DFF102	76827791	79286	32	60807	\spr\npcres\woman\FM_BD_135_IJ03.spr
38E550C5	76888598	57095	32	45740	\spr\npcres\man\MA_LH_131_WK04.spr
38F9BF0D	76934338	26106	32	20489	\spr\npcres\woman\FM_LH_140_RN02.spr
38FB8871	76954827	32650	32	25858	\spr\npcres\man\MA_HD_150_WK03.spr
38FED798	76980685	23326	32	17746	\spr\npcres\woman\FM_RH_143_AT05.spr
3903DB4B	76998431	38433	32	26652	\spr\npcres\man\MA_HD_128_ST01.spr
390F62B4	77025083	32102	32	27238	\spr\npcres\woman\FM_HR_153_DE02.spr
391FD626	77052321	64382	32	51738	\spr\npcres\woman\FM_LH_130_HA01.spr
392DC112	77104059	14017	32	10250	\spr\npcres\woman\FM_HD_131_ST02.spr
39743B75	77114309	49555	32	40702	\spr\npcres\woman\FM_HR_131_HW01.spr
39959EAC	77155011	47393	32	39883	\spr\npcres\woman\FM_LH_133_AT04.spr
39979B0E	77194894	40562	32	32174	\spr\npcres\man\MA_HR_129_WK04.spr
39979C7B	77227068	24819	32	19121	\spr\npcres\woman\FM_RH_143_MG02.spr
39A194F9	77246189	27020	32	22810	\spr\npcres\man\MA_HD_132_HD01.spr
39B4E1D8	77268999	54655	32	47857	\spr\npcres\man\MA_RW_196_HI01.spr
39BB6E1C	77316856	323190	32	266657	\spr\npcres\woman\FM_BD_130_AT06.spr
39DA1E34	77583513	36578	32	28929	\spr\npcres\man\MA_HD_138_MG02.spr
39E15BF5	77612442	53901	32	43324	\spr\npcres\man\MA_HR_135_MG05.spr
39EF1A43	77655766	60536	32	44245	\spr\npcres\woman\FM_LH_142_HW01.spr
39F3C536	77700011	25019	32	18630	\spr\npcres\man\MA_HD_150_ST04.spr
39F9B206	77718641	34580	32	28411	\spr\npcres\woman\FM_LH_153_IJ03.spr
39FCEA7A	77747052	32947	32	25165	\spr\npcres\man\MA_LH_131_ST05.spr
3A020B22	77772217	79357	32	64415	\spr\npcres\woman\FM_BD_135_IJ04.spr
3A2161B8	77836632	30162	32	24285	\spr\npcres\woman\FM_RH_143_AT06.spr
3A2CC92D	77860917	26097	32	20521	\spr\npcres\woman\FM_LH_140_RN03.spr
3A396479	77881438	21889	32	18932	\spr\npcres\woman\FM_HR_140_HI01.spr
3A426046	77900370	75927	32	60590	\spr\npcres\woman\FM_LH_130_HA02.spr
3A501B32	77960960	14054	32	8795	\spr\npcres\woman\FM_HD_131_ST03.spr
3A55BA4E	77969755	26831	32	21596	\spr\npcres\man\MA_HD_130_RN04.spr
3A565D7E	77991351	236964	32	208965	\spr\npcres\man\MA_BD_130_AT04.spr
3A70B271	78200316	158800	32	133822	\spr\npcres\woman\FM_BD_141_DE03.spr
3A71BEF3	78334138	32634	32	25574	\spr\npcres\man\MA_HD_150_WK04.spr
3A8A14C2	78359712	41645	32	35643	\spr\npcres\man\MA_LH_131_HA01.spr
3A99C1CD	78395355	38526	32	29521	\spr\npcres\man\MA_HD_128_ST02.spr
3AA3EA96	78424876	27135	32	19506	\spr\npcres\woman\FM_HR_129_HA01.spr
3AB1BCD4	78444382	22595	32	19423	\spr\npcres\woman\FM_HR_153_DE03.spr
3ABA24A5	78463805	132484	32	98592	\spr\npcres\woman\FM_BD_135_HR01.spr
3AD7A1FF	78562397	60856	32	49395	\spr\npcres\man\MA_LH_139_ZZ01.spr
3AD828CC	78611792	42495	32	35001	\spr\npcres\woman\FM_LH_133_AT05.spr
3ADA299B	78646793	19115	32	13748	\spr\npcres\woman\FM_RH_143_MG03.spr
3AEDB83C	78660541	208088	32	174015	\spr\npcres\woman\FM_BD_130_AT07.spr
3AEF4BE3	78834556	151923	32	128532	\spr\npcres\man\MA_BD_150_ZZ01.spr
3AF7B6AA	78963088	55327	32	44025	\spr\npcres\man\MA_RW_292_WK02.spr
3B09CBA8	79007113	24983	32	19405	\spr\npcres\man\MA_HD_150_ST05.spr
3B0A90FC	79026518	36966	32	27312	\spr\npcres\man\MA_LH_131_ST06.spr
3B2CCC26	79053830	34076	32	29340	\spr\npcres\woman\FM_LH_153_IJ04.spr
3B41598A	79083170	46693	32	41126	\spr\npcres\man\MA_RH_135_HM01.spr
3B5004B6	79124296	36749	32	29538	\spr\npcres\man\MA_HD_138_MG03.spr
3B51DBCE	79153834	39700	32	33276	\spr\npcres\woman\FM_HR_130_AT01.spr
3B590509	79187110	206105	32	158263	\spr\npcres\man\MA_BD_138_HW01.spr
3B7F4E77	79345373	69174	32	58310	\spr\npcres\man\MA_HR_135_MG06.spr
3B80DF0F	79403683	21483	32	17289	\spr\npcres\woman\FM_HD_140_MG04.spr
3B813ED2	79420972	33499	32	27508	\spr\npcres\man\MA_RH_140_MG03.spr
3B874A63	79448480	243393	32	192292	\spr\npcres\woman\FM_BD_130_MG04.spr
3B8A3456	79640772	39413	32	32729	\spr\npcres\man\MA_HD_140_DE03.spr
3B8D19CA	79673501	36541	32	29033	\spr\npcres\man\MA_HR_129_RD01.spr
3B9C2189	79702534	79159	32	60062	\spr\npcres\man\MA_LH_137_RN03.spr
3B9C2EEE	79762596	183692	32	125862	\spr\npcres\man\MA_BD_150_ST09.spr
3BA4AA35	79888458	30580	32	26082	\spr\npcres\man\MA_HR_129_HA01.spr
3BD62E55	79914540	43198	32	36161	\spr\npcres\man\MA_RH_128_DE03.spr
3BD81CBB	79950701	39174	32	32394	\spr\npcres\man\MA_HR_135_AT05.spr
3BEA4C51	79983095	27316	32	21877	\spr\npcres\woman\FM_HR_135_WK02.spr
3BF0B3A3	80004972	44696	32	36362	\spr\npcres\woman\FM_LH_133_MG02.spr
3BF28280	80041334	93268	32	75124	\spr\npcres\woman\FM_RW_184_WK04.spr
3BF58ADD	80116458	297522	32	184284	\spr\npcres\man\MA_BD_131_ST01.spr
3C0F89B0	80300742	253403	32	201563	\spr\npcres\man\MA_BD_150_HA02.spr
3C18BF60	80502305	30381	32	24053	\spr\npcres\woman\FM_HD_129_RN04.spr
3C19948C	80526358	40663	32	32319	\spr\npcres\man\MA_HR_129_WK03.spr
3C1D43F0	80558677	95156	32	77071	\spr\npcres\woman\FM_RW_191_HR01.spr
3C391FB8	80635748	80166	32	64693	\spr\npcres\man\MA_LH_137_IJ04.spr
3C4C6BB2	80700441	48562	32	40487	\spr\npcres\man\MA_HD_138_MG01.spr
3C5494BF	80740928	73516	32	57959	\spr\npcres\man\MA_HR_128_HW01.spr
3C63448C	80798887	45809	32	38635	\spr\npcres\woman\FM_LH_133_AT03.spr
3C65DEB4	80837522	25072	32	19296	\spr\npcres\man\MA_HD_150_ST03.spr
3C66E7F8	80856818	40935	32	28435	\spr\npcres\man\MA_LH_131_ST04.spr
3C6B5573	80885253	46011	32	36103	\spr\npcres\man\MA_HR_135_MG04.spr
3C6D425B	80921356	23369	32	19087	\spr\npcres\woman\FM_RH_143_MG01.spr
3C70D4FC	80940443	239933	32	193077	\spr\npcres\woman\FM_BD_130_AT05.spr
3C77A57C	81133520	92294	32	75427	\spr\npcres\man\MA_LH_139_HA02.spr
3C883495	81208947	79075	32	62369	\spr\npcres\man\MA_LH_137_RN01.spr
3CB778E6	81271316	49152	32	40851	\spr\npcres\woman\FM_LH_153_IJ02.spr
3CC23551	81312167	35094	32	28248	\spr\npcres\man\MA_RH_128_DE01.spr
3CE61B52	81340415	30714	32	25905	\spr\npcres\man\MA_HD_140_DE01.spr
3CFD05DE	81366320	41150	32	34097	\spr\npcres\man\MA_RH_140_MG01.spr
3D05974D	81400417	81770	32	64225	\spr\npcres\woman\FM_LH_132_RN04.spr
3D0E6EA0	81464642	41412	32	34110	\spr\npcres\man\MA_LH_128_HD01.spr
3D113D6B	81498752	29853	32	23396	\spr\npcres\man\MA_HR_129_ST04.spr
3D157F1E	81522148	69919	32	58548	\spr\npcres\woman\FM_RH_135_AT07.spr
3D29E623	81580696	262291	32	208002	\spr\npcres\woman\FM_BD_130_MG02.spr
3D2B4BCF	81788698	21598	32	17050	\spr\npcres\woman\FM_HD_140_MG02.spr
3D3463C7	81805748	47987	32	38606	\spr\npcres\man\MA_HR_135_AT03.spr
3D3A7438	81844354	22318	32	18697	\spr\npcres\woman\FM_RH_133_HI01.spr
3D45B4DB	81863051	65012	32	51713	\spr\npcres\woman\FM_HR_143_HD01.spr
3D4FE83B	81914764	47480	32	35515	\spr\npcres\woman\FM_HR_133_ZZ01.spr
3D648241	81950279	125152	32	108210	\spr\npcres\woman\FM_BD_133_DE04.spr
3D66639D	82058489	23145	32	19727	\spr\npcres\woman\FM_HD_143_DE04.spr
3D6A938A	82078216	235957	32	192733	\spr\npcres\man\MA_BD_130_MG02.spr
3D73DA97	82270949	297865	32	171832	\spr\npcres\man\MA_BD_139_ST02.spr
3D74718E	82442781	148454	32	110556	\spr\npcres\woman\FM_BD_153_ST08.spr
3D9A7599	82553337	72138	32	58654	\spr\npcres\woman\FM_LH_153_WK06.spr
3DA558A9	82611991	23984	32	19336	\spr\npcres\woman\FM_HD_142_HA01.spr
3DB38EA2	82631327	21035	32	16553	\spr\npcres\woman\FM_RH_141_ST05.spr
3DB78894	82647880	23772	32	20194	\spr\npcres\man\MA_HR_129_HR01.spr
3DBFEE8D	82668074	130002	32	104473	\spr\npcres\man\MA_LH_130_AT06.spr
3DCB9AC8	82772547	26820	32	21774	\spr\npcres\man\MA_HD_130_RN01.spr
3DCBBDF8	82794321	342915	32	292750	\spr\npcres\man\MA_BD_130_AT01.spr
3DCDC6F5	83087071	79906	32	61829	\spr\npcres\woman\FM_RH_135_MG04.spr
3DD0A7C1	83148900	58564	32	44542	\spr\npcres\man\MA_LH_131_WK02.spr
3DD79F7D	83193442	32640	32	25929	\spr\npcres\man\MA_HD_150_WK01.spr
3DE0838B	83219371	22587	32	17820	\spr\npcres\woman\FM_HD_153_WK02.spr
3DE1B046	83237191	79815	32	63542	\spr\npcres\man\MA_LH_132_HM01.spr
3DE599FF	83300733	189634	32	148108	\spr\npcres\woman\FM_BD_143_WK02.spr
3E06386C	83448841	198735	32	146644	\spr\npcres\man\MA_BD_150_ST08.spr
3E063B17	83595485	79121	32	62503	\spr\npcres\man\MA_LH_137_RN02.spr
3E0B0850	83657988	29679	32	24043	\spr\npcres\man\MA_RH_140_MG02.spr
3E2EC9D1	83682031	34861	32	28666	\spr\npcres\woman\FM_HD_129_JP01.spr
3E421639	83710697	38021	32	31582	\spr\npcres\man\MA_HR_135_AT04.spr
3E4E7983	83742279	44737	32	37452	\spr\npcres\woman\FM_LH_133_MG01.spr
3E583BD3	83779731	33634	32	27777	\spr\npcres\man\MA_RH_128_DE02.spr
3E5C3043	83807508	178732	32	141817	\spr\npcres\woman\FM_BD_130_MG03.spr
3E5D85EF	83949325	18104	32	13114	\spr\npcres\woman\FM_HD_140_MG03.spr
3E75269B	83962439	69170	32	63330	\spr\npcres\woman\FM_RW_187_HI01.spr
3E7C01D4	84025769	29000	32	24185	\spr\npcres\man\MA_HD_140_DE02.spr
3E895B3A	84049954	30829	32	24173	\spr\npcres\woman\FM_RH_134_ZZ01.spr
3E89C109	84074127	236403	32	179448	\spr\npcres\man\MA_BD_139_ST03.spr
3E912F83	84253575	105034	32	89692	\spr\npcres\man\MA_RW_197_HD01.spr
3EA73231	84343267	27518	32	21534	\spr\npcres\woman\FM_HR_135_WK01.spr
3EAF23ED	84364801	29630	32	23822	\spr\npcres\man\MA_HR_129_ST05.spr
3EB21E55	84388623	45850	32	39571	\spr\npcres\woman\FM_RW_194_HI01.spr
3EBB3BA2	84428194	54536	32	45160	\spr\npcres\man\MA_HD_138_AT01.spr
3EBE8BAE	84473354	155013	32	106727	\spr\npcres\woman\FM_BD_153_ST09.spr
3ED4D5CE	84580081	46847	32	38192	\spr\npcres\man\MA_RH_140_AT01.spr
3EE0860C	84618273	230718	32	199056	\spr\npcres\man\MA_BD_130_MG03.spr
3EE6D8C2	84817329	20870	32	12384	\spr\npcres\woman\FM_RH_141_ST06.spr
3EEF92C9	84829713	27949	32	22410	\spr\npcres\woman\FM_HD_142_HA02.spr
3F12F72E	84852123	94562	32	74489	\spr\npcres\woman\FM_BD_153_HI01.spr
3F186593	84926612	105155	32	88660	\spr\npcres\man\MA_RW_190_DE02.spr
3F28D31F	85015272	184492	32	143254	\spr\npcres\woman\FM_BD_143_WK03.spr
3F2B21BE	85158526	91535	32	73191	\spr\npcres\woman\FM_LH_132_JP01.spr
3F2BDDAB	85231717	22595	32	17896	\spr\npcres\woman\FM_HD_153_WK03.spr
3F35950F	85249613	89798	32	72729	\spr\npcres\man\MA_LH_130_AT07.spr
3F41814A	85322342	26807	32	21735	\spr\npcres\man\MA_HD_130_RN02.spr
3F41A07A	85344077	309350	32	261432	\spr\npcres\man\MA_BD_130_AT02.spr
3F4B9A78	85605509	26905	32	21173	\spr\npcres\woman\FM_RH_143_AT04.spr
3F6D85FF	85626682	32177	32	23293	\spr\npcres\man\MA_HD_150_WK02.spr
3F6EAA43	85649975	47034	32	38386	\spr\npcres\man\MA_LH_131_WK03.spr
3F701015	85688361	65316	32	52145	\spr\npcres\woman\FM_RH_135_MG05.spr
3F744F5E	85740506	48723	32	40214	\spr\npcres\man\MA_HD_139_JP01.spr
3F7C746E	85780720	202123	32	165264	\spr\npcres\woman\FM_RW_189_MG04.spr
3F8A8083	85945984	33275	32	28033	\spr\npcres\man\MA_HR_140_ZZ01.spr
3F94A7E2	85974017	102184	32	82853	\spr\npcres\woman\FM_BD_135_IJ02.spr
3F9B2E31	86056870	214756	32	178650	\spr\npcres\woman\FM_BD_141_DE01.spr
3F9C6D50	86235520	15389	32	11318	\spr\npcres\woman\FM_LH_131_ST05.spr
3FB765ED	86246838	25676	32	19961	\spr\npcres\woman\FM_LH_140_RN01.spr
3FC42894	86266799	27616	32	23895	\spr\npcres\woman\FM_HR_153_DE01.spr
3FF31AA8	86290694	68135	32	56826	\spr\npcres\man\MA_HR_128_AT07.spr
3FFAB7F2	86347520	17119	32	13158	\spr\npcres\woman\FM_HD_131_ST01.spr
4001B11A	86360678	116714	32	99171	\spr\npcres\woman\FM_RW_198_DE02.spr
401CEC2C	86459849	68628	32	61779	\spr\npcres\man\MA_LW_187_HI01.spr
40254D55	86521628	110766	32	70128	\spr\npcres\man\MA_RH_139_ST02.spr
403129EC	86591756	97569	32	80904	\spr\npcres\man\MA_RW_190_HR01.spr
403D378C	86672660	27410	32	23417	\spr\npcres\woman\FM_HR_153_AT07.spr
403ED7E6	86696077	108484	32	88472	\spr\npcres\woman\FM_BD_141_IJ04.spr
404D3AA6	86784549	50082	32	37340	\spr\npcres\man\MA_RH_128_WK02.spr
404FF1D7	86821889	87505	32	70586	\spr\npcres\man\MA_LH_137_DE01.spr
40530667	86892475	37202	32	30268	\spr\npcres\man\MA_HD_150_MG05.spr
4056DD09	86922743	191642	32	157343	\spr\npcres\woman\FM_BD_141_HR01.spr
40588B30	87080086	64099	32	53496	\spr\npcres\man\MA_RW_192_IJ02.spr
405FB74A	87133582	27486	32	23343	\spr\npcres\woman\FM_HR_135_HA01.spr
406E95BF	87156925	25960	32	18495	\spr\npcres\woman\FM_LH_129_WK04.spr
40766949	87175420	111291	32	86043	\spr\npcres\woman\FM_LW_184_AT07.spr
407C8D60	87261463	62391	32	45519	\spr\npcres\woman\FM_LH_130_ST01.spr
407FF4F5	87306982	13342	32	11735	\spr\npcres\woman\FM_HR_153_IJ04.spr
40873F35	87318717	179577	32	148809	\spr\npcres\woman\FM_BD_153_RN04.spr
408D5835	87467526	20285	32	15981	\spr\npcres\woman\FM_HD_131_MG02.spr
40915849	87483507	51600	32	42174	\spr\npcres\man\MA_LH_135_HW01.spr
4097FA18	87525681	21339	32	18314	\spr\npcres\woman\FM_HR_153_HR01.spr
409F886F	87543995	76886	32	61808	\spr\npcres\man\MA_RW_200_HW01.spr
40D4A0C3	87605803	28216	32	23050	\spr\npcres\woman\FM_HR_153_MG04.spr
40DA403F	87628853	38553	32	31270	\spr\npcres\woman\FM_HR_134_HD01.spr
40DFD53C	87660123	326696	32	281726	\spr\npcres\man\MA_BD_131_MG01.spr
40E459C7	87941849	20103	32	17235	\spr\npcres\woman\FM_HD_134_DE04.spr
40E93F5B	87959084	93075	32	72118	\spr\npcres\woman\FM_LW_184_HR01.spr
40F4F9D1	88031202	153015	32	127698	\spr\npcres\woman\FM_LW_200_RN06.spr
40F8D1FA	88158900	28877	32	22677	\spr\npcres\woman\FM_HD_143_RN02.spr
41202D3E	88181577	151943	32	131061	\spr\npcres\man\MA_LW_200_RN05.spr
4126A7F2	88312638	59136	32	44478	\spr\npcres\woman\FM_RH_132_ST05.spr
4139185D	88357116	26804	32	21755	\spr\npcres\woman\FM_HD_133_HA01.spr
413C23D5	88378871	28770	32	23274	\spr\npcres\man\MA_HD_150_AT04.spr
413DC4C9	88402145	37969	32	32679	\spr\npcres\man\MA_LH_131_AT05.spr
4145ECC3	88434824	98161	32	79537	\spr\npcres\man\MA_LH_132_WK01.spr
414E4D09	88514361	91067	32	62467	\spr\npcres\woman\FM_RH_130_RD01.spr
415E8959	88576828	214366	32	172505	\spr\npcres\woman\FM_BD_134_WK02.spr
41691EEA	88749333	284691	32	226389	\spr\npcres\man\MA_BD_139_MG04.spr
41742C15	88975722	86085	32	44914	\spr\npcres\woman\FM_RW_193_ST04.spr
41795A5C	89020636	27265	32	20950	\spr\npcres\man\MA_HD_140_ST03.spr
4187B2DB	89041586	29098	32	22727	\spr\npcres\woman\FM_HR_141_WK02.spr
418AA6E5	89064313	43998	32	36015	\spr\npcres\woman\FM_LH_142_DE04.spr
4191F8E8	89100328	142462	32	98177	\spr\npcres\woman\FM_BD_129_ST05.spr
419CBA51	89198505	91813	32	65066	\spr\npcres\man\MA_RH_150_RD01.spr
41AA0D58	89263571	30018	32	26188	\spr\npcres\woman\FM_HD_132_HD01.spr
41C8D9E1	89289759	120318	32	94199	\spr\npcres\woman\FM_RW_195_AT02.spr
41CA3858	89383958	293112	32	243324	\spr\npcres\man\MA_BD_139_AT03.spr
41DB2112	89627282	27715	32	21217	\spr\npcres\man\MA_HD_139_RN03.spr
41E3AF13	89648499	244805	32	204049	\spr\npcres\man\MA_BD_135_RN06.spr
41E81A3C	89852548	29287	32	25241	\spr\npcres\man\MA_HR_129_AT05.spr
41FB441E	89877789	31565	32	26129	\spr\npcres\woman\FM_RH_134_AT03.spr
421B5E34	89903918	89331	32	75908	\spr\npcres\man\MA_LH_129_HD01.spr
421FFAE3	89979826	23938	32	19686	\spr\npcres\woman\FM_HR_153_MG05.spr
42236B1A	89999512	28877	32	23104	\spr\npcres\woman\FM_HD_143_RN03.spr
422E93E7	90022616	24647	32	20924	\spr\npcres\woman\FM_HD_134_DE05.spr
42379255	90043540	17053	32	12430	\spr\npcres\woman\FM_HD_131_MG03.spr
424AD657	90055970	28232	32	23289	\spr\npcres\man\MA_HD_150_AT05.spr
424BCB4B	90079259	51802	32	44779	\spr\npcres\man\MA_LH_131_AT06.spr
42510A40	90124038	102363	32	72732	\spr\npcres\woman\FM_LW_184_MG05.spr
4255DBBE	90196770	258978	32	206636	\spr\npcres\man\MA_BD_131_MG02.spr
4269F112	90403406	56021	32	41270	\spr\npcres\woman\FM_RH_132_ST06.spr
426C527D	90444676	31469	32	25290	\spr\npcres\woman\FM_HD_133_HA02.spr
42721655	90469966	108412	32	69545	\spr\npcres\woman\FM_RW_186_ST05.spr
4281C379	90539511	209886	32	168786	\spr\npcres\woman\FM_BD_134_WK03.spr
428C9CEB	90708297	30440	32	24286	\spr\npcres\woman\FM_HD_129_WK01.spr
429549A6	90732583	209629	32	175576	\spr\npcres\woman\FM_BD_153_JP01.spr
42964319	90908159	26610	32	21589	\spr\npcres\man\MA_HR_150_RN01.spr
42BED3B0	90929748	152691	32	126573	\spr\npcres\man\MA_LW_200_RN06.spr
42C43208	91056321	139568	32	95109	\spr\npcres\woman\FM_BD_129_ST06.spr
42C61B76	91151430	128901	32	100648	\spr\npcres\woman\FM_RW_191_RD01.spr
42C7EAE6	91252078	25713	32	19490	\spr\npcres\man\MA_HD_131_RN01.spr
42CACCFB	91271568	27234	32	21520	\spr\npcres\woman\FM_HR_141_WK03.spr
42D39345	91293088	101459	32	79416	\spr\npcres\man\MA_LH_132_WK02.spr
42E7056C	91372504	339699	32	280824	\spr\npcres\man\MA_BD_139_MG05.spr
42F740DE	91653328	27332	32	20341	\spr\npcres\man\MA_HD_140_ST04.spr
4309DC47	91673669	25044	32	20334	\spr\npcres\woman\FM_HD_142_DE01.spr
4315F52D	91694003	25450	32	20221	\spr\npcres\man\MA_HD_140_HR01.spr
4319045B	91714224	192630	32	161515	\spr\npcres\woman\FM_BD_132_DE01.spr
432AC6C4	91875739	69475	32	63498	\spr\npcres\woman\FM_LW_187_HI01.spr
432D9E3E	91939237	31914	32	26089	\spr\npcres\woman\FM_RH_134_AT04.spr
432F26B7	91965326	24292	32	18804	\spr\npcres\woman\FM_LH_131_RN01.spr
4335BADC	91984130	377552	32	314611	\spr\npcres\man\MA_BD_131_AT01.spr
43402EDA	92298741	254505	32	211732	\spr\npcres\man\MA_BD_139_AT04.spr
4345F732	92510473	24959	32	17204	\spr\npcres\woman\FM_RH_140_ST02.spr
4351D794	92527677	27782	32	20988	\spr\npcres\man\MA_HD_139_RN04.spr
436600BE	92548665	41042	32	34490	\spr\npcres\man\MA_HR_129_AT06.spr
43700C89	92583155	27186	32	19210	\spr\npcres\woman\FM_RH_143_HW01.spr
43731301	92602365	128220	32	106507	\spr\npcres\woman\FM_RW_195_AT03.spr
4386C188	92708872	346547	32	291655	\spr\npcres\man\MA_BD_132_JP01.spr
43935673	93000527	102867	32	77409	\spr\npcres\man\MA_RW_190_ST04.spr
43BF6CA4	93077936	53144	32	40908	\spr\npcres\man\MA_LH_138_IJ03.spr
43C6669B	93118844	28106	32	23860	\spr\npcres\woman\FM_RH_134_MG01.spr
43E4D3DA	93142704	32432	32	27923	\spr\npcres\man\MA_HD_135_IJ05.spr
44147F39	93170627	217014	32	173925	\spr\npcres\woman\FM_BD_134_WK01.spr
44310F55	93344552	70097	32	57413	\spr\npcres\man\MA_LH_139_AT07.spr
44406CC5	93401965	44582	32	36441	\spr\npcres\woman\FM_LH_142_DE03.spr
444D3A90	93438406	27753	32	21156	\spr\npcres\man\MA_HD_139_RN02.spr
445217BA	93459562	28377	32	24595	\spr\npcres\man\MA_HR_129_AT04.spr
4455B891	93484157	244198	32	203651	\spr\npcres\man\MA_BD_135_RN05.spr
445D78BB	93687808	27750	32	21845	\spr\npcres\woman\FM_HR_141_WK01.spr
446EAEC8	93709653	210084	32	143969	\spr\npcres\woman\FM_BD_129_ST04.spr
447F854F	93853622	96765	32	80438	\spr\npcres\man\MA_RW_199_DE02.spr
448EBD7F	93934060	141255	32	97205	\spr\npcres\man\MA_RW_190_ST02.spr
44A573AE	94031265	35915	32	28044	\spr\npcres\woman\FM_RH_140_ZZ01.spr
44AB73A0	94059309	62605	32	50971	\spr\npcres\man\MA_LH_138_IJ01.spr
44B00AFE	94110280	32804	32	24906	\spr\npcres\woman\FM_RH_134_AT02.spr
44BC35E6	94135186	338214	32	274424	\spr\npcres\man\MA_BD_139_AT02.spr
44C0E946	94409610	106661	32	86991	\spr\npcres\man\MA_BD_132_HI01.spr
44D026E6	94496601	18689	32	15899	\spr\npcres\man\MA_HD_135_IJ03.spr
44E65D97	94512500	110679	32	78774	\spr\npcres\man\MA_LH_129_RD01.spr
44EFE043	94591274	25039	32	20007	\spr\npcres\man\MA_HD_150_RN07.spr
4510D1A6	94611281	23022	32	18507	\spr\npcres\woman\FM_LH_131_AT07.spr
45131275	94629788	25004	32	20780	\spr\npcres\woman\FM_RH_141_MG05.spr
451D7D60	94650568	26610	32	22424	\spr\npcres\man\MA_HD_137_HA01.spr
451E6A2C	94672992	82579	32	61151	\spr\npcres\man\MA_LH_129_ST06.spr
454143A6	94734143	136807	32	111223	\spr\npcres\woman\FM_BD_141_IJ02.spr
4547A04C	94845366	27121	32	23239	\spr\npcres\woman\FM_HR_153_AT05.spr
454835B7	94868605	43126	32	34845	\spr\npcres\man\MA_LH_131_MG04.spr
454F6D63	94903450	27669	32	22380	\spr\npcres\man\MA_HD_150_MG03.spr
4554544E	94925830	232891	32	196750	\spr\npcres\man\MA_BD_131_RN03.spr
457A073B	95122580	112354	32	94091	\spr\npcres\man\MA_RW_194_WK02.spr
458260B5	95216671	18946	32	16027	\spr\npcres\woman\FM_HR_153_IJ02.spr
4598818A	95232698	79915	32	63538	\spr\npcres\man\MA_HR_131_DE04.spr
45B51F21	95296236	75289	32	66480	\spr\npcres\man\MA_RH_135_JP01.spr
45C8A603	95362716	22106	32	17671	\spr\npcres\woman\FM_LH_131_MG04.spr
45CFE23B	95380387	44698	32	32276	\spr\npcres\woman\FM_HR_133_WK04.spr
45D2412F	95412663	214065	32	172311	\spr\npcres\man\MA_BD_150_MG07.spr
45D530FF	95584974	23898	32	19165	\spr\npcres\man\MA_HD_132_HW01.spr
45F10E7F	95604139	25526	32	18431	\spr\npcres\woman\FM_LH_129_WK02.spr
45FC0C7B	95622570	144420	32	120477	\spr\npcres\man\MA_RW_185_IJ03.spr
4612BD12	95743047	30977	32	21621	\spr\npcres\woman\FM_RH_140_ST01.spr
461DCD68	95764668	42144	32	33818	\spr\npcres\man\MA_HR_130_HD01.spr
46216622	95798486	61166	32	48189	\spr\npcres\man\MA_LH_138_IJ02.spr
466E2D58	95846675	31213	32	25997	\spr\npcres\man\MA_HD_135_IJ04.spr
467DEE6A	95872672	116495	32	93287	\spr\npcres\man\MA_RW_198_RD01.spr
4687774C	95965959	66795	32	51725	\spr\npcres\woman\FM_LH_130_ZZ01.spr
468A0DED	96017684	264372	32	198556	\spr\npcres\woman\FM_BD_130_HW01.spr
468AFA6C	96216240	36040	32	30388	\spr\npcres\woman\FM_HR_153_AT06.spr
468B9DC6	96246628	106355	32	84176	\spr\npcres\woman\FM_BD_141_IJ03.spr
4699984C	96330804	52019	32	43503	\spr\npcres\woman\FM_HR_131_HM01.spr
46AB63E2	96374307	30803	32	25870	\spr\npcres\man\MA_HD_137_HA02.spr
46AF46D3	96400177	111140	32	70520	\spr\npcres\man\MA_RH_139_ST01.spr
46C3DF29	96470697	139632	32	113140	\spr\npcres\woman\FM_LW_184_AT06.spr
46C513E5	96583837	29259	32	23409	\spr\npcres\man\MA_HD_150_MG04.spr
46C63829	96607246	57648	32	46916	\spr\npcres\man\MA_LH_131_MG05.spr
46D889F3	96654162	89833	32	68880	\spr\npcres\man\MA_LH_137_HM01.spr
46DB07F7	96723042	186568	32	150942	\spr\npcres\man\MA_RW_189_RN03.spr
46E25AC0	96873984	233367	32	196288	\spr\npcres\man\MA_BD_131_RN04.spr
46F4D9D9	97070272	21545	32	17143	\spr\npcres\woman\FM_HD_140_HW01.spr
47245B9F	97087415	20112	32	15693	\spr\npcres\woman\FM_LH_129_WK03.spr
