uid	offset	size	flag	csize	path
80719B9D	175271551	121220	32	100621	\spr\npcres\man\MA_RW_196_RD01.spr
8081BD6C	175372172	69633	32	58676	\spr\npcres\man\MA_RH_150_IJ04.spr
80843C49	175430848	184579	32	147769	\spr\npcres\woman\FM_BD_143_RN03.spr
808B6D4F	175578617	43332	32	33800	\spr\npcres\woman\FM_RW_292_HW01.spr
80906C38	175612417	33512	32	28657	\spr\npcres\man\MA_HD_139_HD01.spr
80983A3E	175641074	85749	32	65546	\spr\npcres\woman\FM_LH_132_HM01.spr
80A4A806	175706620	100867	32	77238	\spr\npcres\woman\FM_RW_200_ST07.spr
80AF69C5	175783858	37152	32	30402	\spr\npcres\man\MA_HD_135_HA02.spr
80B89DC9	175814260	128155	32	105833	\spr\npcres\woman\FM_LH_153_RN07.spr
80BD7416	175920093	60093	32	36146	\spr\npcres\man\MA_RH_137_ST01.spr
80C7D9E1	175956239	41993	32	34430	\spr\npcres\woman\FM_RH_142_DE04.spr
80DB8412	175990669	87230	32	69478	\spr\npcres\man\MA_RW_200_HM01.spr
80DCA326	176060147	51401	32	42667	\spr\npcres\man\MA_LH_135_HM01.spr
80E213E2	176102814	288558	32	180348	\spr\npcres\woman\FM_BD_134_ST07.spr
80EDD0A4	176283162	20573	32	15694	\spr\npcres\woman\FM_HD_129_ST05.spr
80FC97CE	176298856	27352	32	21170	\spr\npcres\woman\FM_HD_133_RN01.spr
810BF123	176320026	33114	32	27025	\spr\npcres\woman\FM_RH_141_HA01.spr
811E7BF8	176347051	24405	32	20270	\spr\npcres\man\MA_HD_132_DE02.spr
813A8502	176367321	228823	32	173283	\spr\npcres\woman\FM_BD_133_HA02.spr
814B7F5A	176540604	274013	32	227734	\spr\npcres\man\MA_RW_185_HA02.spr
81500575	176768338	21730	32	16288	\spr\npcres\woman\FM_RH_129_WK03.spr
815D8288	176784626	79556	32	66416	\spr\npcres\woman\FM_RW_197_HR01.spr
815EA5EF	176851042	25435	32	20315	\spr\npcres\woman\FM_HD_134_WK01.spr
81645DD9	176871357	97120	32	67591	\spr\npcres\woman\FM_LH_135_RD01.spr
817017FD	176938948	73195	32	56113	\spr\npcres\woman\FM_LH_134_WK05.spr
8171A234	176995061	26988	32	22099	\spr\npcres\woman\FM_HR_134_ST01.spr
817D5844	177017160	50067	32	42538	\spr\npcres\woman\FM_HR_140_HA02.spr
818AA0C5	177059698	48184	32	40269	\spr\npcres\woman\FM_HR_131_WK01.spr
81907B43	177099967	207855	32	177029	\spr\npcres\man\MA_RW_189_HD01.spr
819780E9	177276996	56272	32	48660	\spr\npcres\woman\FM_RW_190_HI01.spr
81D73771	177325656	218319	32	175422	\spr\npcres\man\MA_BD_137_MG03.spr
81DF8EF2	177501078	124423	32	81316	\spr\npcres\woman\FM_BD_142_ST03.spr
81EC4595	177582394	65125	32	53505	\spr\npcres\woman\FM_LH_132_DE03.spr
81ECBE32	177635899	67804	32	52511	\spr\npcres\woman\FM_RH_130_ZZ01.spr
81EF3630	177688410	56071	32	44467	\spr\npcres\woman\FM_HR_143_AT05.spr
81F646E6	177732877	64769	32	53204	\spr\npcres\man\MA_HR_135_JP01.spr
81FB5858	177786081	40420	32	32529	\spr\npcres\woman\FM_RH_140_HD01.spr
81FC7859	177818610	28415	32	22959	\spr\npcres\man\MA_HR_150_ST05.spr
82106AC4	177841569	20682	32	12949	\spr\npcres\woman\FM_HD_129_ST06.spr
822721EE	177854518	27311	32	21047	\spr\npcres\woman\FM_HD_133_RN02.spr
8243E880	177875565	47519	32	40503	\spr\npcres\man\MA_LH_135_DE01.spr
8254C9FC	177916068	125563	32	112210	\spr\npcres\man\MA_RW_187_RN04.spr
82581561	178028278	165938	32	141280	\spr\npcres\man\MA_BD_129_IJ01.spr
826F9499	178169558	74814	32	61850	\spr\npcres\man\MA_RW_190_IJ02.spr
8281FF0F	178231408	25439	32	20333	\spr\npcres\woman\FM_HD_134_WK02.spr
82946E7A	178251741	31045	32	25850	\spr\npcres\man\MA_HD_132_DE03.spr
829B5E95	178277591	26080	32	18464	\spr\npcres\woman\FM_RH_129_WK04.spr
82A4FC54	178296055	23340	32	18081	\spr\npcres\woman\FM_HR_134_ST02.spr
82BE0B43	178314136	38592	32	30231	\spr\npcres\woman\FM_RH_141_HA02.spr
82D25E46	178344367	35493	32	28115	\spr\npcres\man\MA_HR_150_RD01.spr
82D9C32D	178372482	82851	32	67630	\spr\npcres\woman\FM_LH_135_HD01.spr
82FAEFA6	178440112	242207	32	115868	\spr\npcres\man\MA_BD_138_ST01.spr
8302D812	178555980	188508	32	127958	\spr\npcres\woman\FM_BD_142_ST04.spr
8303E689	178683938	32049	32	21915	\spr\npcres\man\MA_HD_131_RD01.spr
830A6EDB	178705853	28505	32	22812	\spr\npcres\man\MA_HR_150_ST06.spr
83124050	178728665	77913	32	59983	\spr\npcres\woman\FM_HR_143_AT06.spr
83169FB5	178788648	61615	32	50408	\spr\npcres\woman\FM_LH_132_DE04.spr
8322D180	178839056	134910	32	120022	\spr\npcres\woman\FM_LW_187_WK04.spr
833B0BF4	178959078	28033	32	23016	\spr\npcres\man\MA_HD_131_HA01.spr
833DFAE5	178982094	49786	32	41492	\spr\npcres\woman\FM_HR_131_WK02.spr
834B219D	179023586	18773	32	16476	\spr\npcres\man\MA_HD_138_HI01.spr
834F806C	179040062	133459	32	104874	\spr\npcres\man\MA_LH_130_WK01.spr
834FADAE	179144936	176447	32	146281	\spr\npcres\man\MA_BD_150_AT10.spr
835AF456	179291217	64565	32	46167	\spr\npcres\woman\FM_RH_130_ST01.spr
835D603F	179337384	30932	32	23722	\spr\npcres\woman\FM_HR_143_IJ03.spr
836D3DF3	179361106	240583	32	183707	\spr\npcres\man\MA_BD_137_MG04.spr
838FCFAF	179544813	48367	32	40644	\spr\npcres\man\MA_LH_128_DE04.spr
8393F737	179585457	30120	32	24808	\spr\npcres\woman\FM_HD_129_HM01.spr
83963682	179610265	82537	32	68489	\spr\npcres\man\MA_RH_132_MG03.spr
83979363	179678754	60722	32	46342	\spr\npcres\woman\FM_LH_142_WK02.spr
83AC53EB	179725096	38553	32	31978	\spr\npcres\woman\FM_HR_153_AT10.spr
83BBB72E	179757074	25064	32	18912	\spr\npcres\man\MA_HD_131_ST06.spr
83CA2B37	179775986	48242	32	36651	\spr\npcres\woman\FM_HR_143_MG03.spr
83CDD16B	179812637	24287	32	19653	\spr\npcres\man\MA_HD_137_RN03.spr
83CEC761	179832290	253406	32	205267	\spr\npcres\man\MA_BD_137_AT03.spr
83E4DBB9	180037557	18964	32	15282	\spr\npcres\man\MA_RH_140_HI01.spr
83EA9504	180052839	117656	32	91041	\spr\npcres\man\MA_LH_138_WK04.spr
83EB2EDF	180143880	185124	32	162367	\spr\npcres\man\MA_BD_150_DE02.spr
83F3D563	180306247	30619	32	25027	\spr\npcres\woman\FM_HD_141_AT06.spr
83F4C648	180331274	34187	32	23208	\spr\npcres\woman\FM_HR_129_RD01.spr
83FD02A2	180354482	55086	32	42231	\spr\npcres\man\MA_HR_139_ST01.spr
8427AA9E	180396713	281619	32	243332	\spr\npcres\man\MA_BD_131_HD01.spr
842DCB55	180640045	25833	32	18339	\spr\npcres\woman\FM_RH_129_WK02.spr
842F336B	180658384	23514	32	18897	\spr\npcres\man\MA_HD_128_ZZ01.spr
843D48D8	180677281	246874	32	203698	\spr\npcres\man\MA_RW_185_HA01.spr
845900FF	180880979	220924	32	168458	\spr\npcres\man\MA_BD_137_MG02.spr
846675E7	181049437	28471	32	22185	\spr\npcres\man\MA_HR_150_ST04.spr
846728E7	181071622	24491	32	19605	\spr\npcres\woman\FM_HR_135_MG05.spr
846A3FC1	181091227	78140	32	62386	\spr\npcres\man\MA_RH_130_ZZ01.spr
847209AD	181153613	233473	32	195505	\spr\npcres\woman\FM_BD_132_HD01.spr
847F43DC	181349118	23001	32	18820	\spr\npcres\woman\FM_RH_131_AT07.spr
84821D8E	181367938	89366	32	75894	\spr\npcres\man\MA_RH_132_MG01.spr
8484C100	181443832	23612	32	19530	\spr\npcres\man\MA_HR_150_HR01.spr
849574D2	181463362	124637	32	78456	\spr\npcres\woman\FM_BD_142_ST02.spr
84979A2A	181541818	24895	32	18522	\spr\npcres\man\MA_HD_131_ST04.spr
84A4FC10	181560340	59906	32	47084	\spr\npcres\woman\FM_HR_143_AT04.spr
84AD082C	181607424	107475	32	86335	\spr\npcres\man\MA_LH_137_AT06.spr
84B90875	181693759	92913	32	74743	\spr\npcres\woman\FM_LH_132_DE02.spr
84C6F800	181768502	120163	32	90020	\spr\npcres\man\MA_LH_138_WK02.spr
84D91858	181858522	113216	32	92161	\spr\npcres\man\MA_RW_195_HW01.spr
84E79CFF	181950683	40765	32	31181	\spr\npcres\woman\FM_HR_143_IJ01.spr
84EBCC01	181981864	24623	32	19301	\spr\npcres\woman\FM_HD_153_MG07.spr
84EEEB19	182001165	219115	32	160294	\spr\npcres\man\MA_BD_150_HM01.spr
84F8E237	182161459	117620	32	97649	\spr\npcres\woman\FM_RW_199_HA02.spr
84FBD2AB	182259108	33714	32	28233	\spr\npcres\man\MA_LH_128_DE02.spr
85038084	182287341	23846	32	18751	\spr\npcres\woman\FM_RH_143_RN04.spr
85064123	182306092	25283	32	20306	\spr\npcres\woman\FM_HD_141_AT04.spr
850C5296	182326398	38161	32	30535	\spr\npcres\man\MA_HD_135_WK04.spr
85100BBF	182356933	23066	32	17957	\spr\npcres\woman\FM_RH_131_MG04.spr
853668CD	182374890	23286	32	18247	\spr\npcres\man\MA_HD_131_HR01.spr
85392477	182393137	24146	32	19614	\spr\npcres\man\MA_HD_137_RN01.spr
853A2A6D	182412751	326086	32	262430	\spr\npcres\man\MA_BD_137_AT01.spr
85416102	182675181	15593	32	13087	\spr\npcres\woman\FM_HD_141_IJ01.spr
854583D4	182688268	112084	32	89431	\spr\npcres\man\MA_BD_140_IJ03.spr
854679E0	182777699	120391	32	91241	\spr\npcres\woman\FM_BD_131_IJ01.spr
85496980	182868940	158770	32	143181	\spr\npcres\woman\FM_RW_187_HA02.spr
855D47F7	183012121	57717	32	45265	\spr\npcres\woman\FM_HR_143_MG01.spr
8585BF3E	183057386	94740	32	74663	\spr\npcres\man\MA_RW_196_ST04.spr
8589D753	183132049	317907	32	275983	\spr\npcres\man\MA_BD_138_JP01.spr
858C7450	183408032	168586	32	139062	\spr\npcres\woman\FM_BD_135_JP01.spr
85F67210	183547094	102532	32	87585	\spr\npcres\woman\FM_RW_194_HA02.spr
85FD8068	183634679	51217	32	40992	\spr\npcres\man\MA_RH_150_IJ02.spr
860DA458	183675671	86990	32	73664	\spr\npcres\man\MA_RW_197_DE02.spr
86180000	183749335	62527	32	53133	\spr\npcres\man\MA_RH_132_MG02.spr
862AD61F	183802468	40833	32	31517	\spr\npcres\woman\FM_HR_143_IJ02.spr
862D80AC	183833985	25085	32	19079	\spr\npcres\man\MA_HD_131_ST05.spr
863B3EAE	183853064	78919	32	63897	\spr\npcres\man\MA_LH_137_AT07.spr
86489B43	183916961	23448	32	18472	\spr\npcres\woman\FM_HD_141_AT05.spr
86491C90	183935433	54855	32	43671	\spr\npcres\woman\FM_RH_142_HM01.spr
865B45DF	183979104	18341	32	15096	\spr\npcres\woman\FM_RH_131_MG05.spr
865CEE82	183994200	113602	32	83078	\spr\npcres\man\MA_LH_138_WK03.spr
865D385D	184077278	207162	32	175967	\spr\npcres\man\MA_BD_150_DE01.spr
866D5943	184253245	62640	32	47491	\spr\npcres\woman\FM_LH_142_WK01.spr
8671D92D	184300736	41162	32	34732	\spr\npcres\man\MA_LH_128_DE03.spr
86879117	184335468	56919	32	44148	\spr\npcres\woman\FM_HR_143_MG02.spr
8688B300	184379616	118220	32	96775	\spr\npcres\woman\FM_BD_131_IJ02.spr
868BBB22	184476391	16032	32	13267	\spr\npcres\woman\FM_HD_141_IJ02.spr
869A5908	184489658	78675	32	59028	\spr\npcres\man\MA_HD_135_WK05.spr
86B0D0EF	184548686	293511	32	229054	\spr\npcres\man\MA_BD_137_AT02.spr
86B72AE9	184777740	24162	32	19581	\spr\npcres\man\MA_HD_137_RN02.spr
86C454C9	184797321	115502	32	97856	\spr\npcres\man\MA_BD_130_HI01.spr
86D3B656	184895177	187249	32	154281	\spr\npcres\man\MA_BD_140_IJ04.spr
86FA14CE	185049458	103748	32	88464	\spr\npcres\man\MA_RH_132_AT01.spr
870BB6EA	185137922	44671	32	36909	\spr\npcres\man\MA_RH_150_IJ03.spr
87116343	185174831	31400	32	26127	\spr\npcres\man\MA_HD_135_HA01.spr
8711CCCB	185200958	28027	32	22308	\spr\npcres\woman\FM_RH_143_JP01.spr
8751E229	185223266	188853	32	151194	\spr\npcres\woman\FM_BD_143_RN02.spr
877E3EF4	185374460	118047	32	100732	\spr\npcres\man\MA_RW_192_WK02.spr
87807486	185475192	25834	32	21550	\spr\npcres\man\MA_HD_132_DE01.spr
879C8FC1	185496742	45706	32	36951	\spr\npcres\woman\FM_RH_142_DE03.spr
87BA8684	185533693	30139	32	21147	\spr\npcres\woman\FM_HD_129_ST04.spr
87BFD9C2	185554840	123956	32	84544	\spr\npcres\woman\FM_BD_134_ST06.spr
87CA0E24	185639384	42706	32	36452	\spr\npcres\woman\FM_HR_140_HA01.spr
87CDDDDD	185675836	32831	32	25158	\spr\npcres\woman\FM_LH_134_WK04.spr
87D803CE	185700994	30013	32	24191	\spr\npcres\man\MA_HD_130_HW01.spr
87E0F694	185725185	19316	32	14584	\spr\npcres\woman\FM_HR_141_ST06.spr
87EB4E78	185739769	74888	32	64008	\spr\npcres\man\MA_LH_129_IJ04.spr
87F04BE2	185803777	197134	32	155738	\spr\npcres\woman\FM_BD_133_HA01.spr
87FA1C48	185959515	22459	32	19043	\spr\npcres\woman\FM_HR_141_DE04.spr
8806DC60	185978558	140119	32	127741	\spr\npcres\woman\FM_RW_187_HA01.spr
883065FC	186106299	109766	32	93425	\spr\npcres\woman\FM_RW_198_HD01.spr
883799F0	186199724	13447	32	11239	\spr\npcres\woman\FM_LH_141_IJ04.spr
8838E497	186210963	26787	32	23408	\spr\npcres\woman\FM_RH_134_DE05.spr
884338F0	186234371	96386	32	82009	\spr\npcres\woman\FM_RW_194_HA01.spr
88679DF6	186316380	52141	32	44966	\spr\npcres\man\MA_RH_150_IJ01.spr
886F9A4D	186361346	22995	32	18316	\spr\npcres\woman\FM_LH_141_HR01.spr
887366A6	186379662	219257	32	176598	\spr\npcres\man\MA_RW_189_RD01.spr
8874FF57	186556260	29314	32	19082	\spr\npcres\woman\FM_HR_129_HW01.spr
887DA72D	186575342	52089	32	42800	\spr\npcres\woman\FM_RH_133_HA02.spr
888581D8	186618142	223642	32	188412	\spr\npcres\woman\FM_BD_130_RN04.spr
888761AE	186806554	21852	32	17532	\spr\npcres\woman\FM_HD_140_RN04.spr
88918E59	186824086	324541	32	259167	\spr\npcres\man\MA_RW_185_WK03.spr
8898FC69	187083253	68391	32	57691	\spr\npcres\woman\FM_LH_153_RN04.spr
88C27582	187140944	190187	32	125239	\spr\npcres\woman\FM_BD_134_ST04.spr
88C75484	187266183	58216	32	47826	\spr\npcres\man\MA_LH_129_IJ02.spr
88CD3344	187314009	20557	32	15277	\spr\npcres\woman\FM_HD_129_ST02.spr
88D1FC3A	187329286	37555	32	30958	\spr\npcres\woman\FM_HR_135_AT06.spr
88F7F241	187360244	191798	32	154672	\spr\npcres\woman\FM_RW_186_HD01.spr
88FA8CC6	187514916	169353	32	147677	\spr\npcres\man\MA_LW_200_HA02.spr
890B6354	187662593	27921	32	21442	\spr\npcres\woman\FM_HR_141_ST04.spr
890C8808	187684035	36402	32	29205	\spr\npcres\woman\FM_HR_141_DE02.spr
89163E7C	187713240	50275	32	41470	\spr\npcres\man\MA_RW_292_HD01.spr
891C9C19	187754710	15193	32	12569	\spr\npcres\woman\FM_HR_135_IJ03.spr
891EE46A	187767279	74208	32	59822	\spr\npcres\man\MA_RH_132_RN03.spr
89273B81	187827101	62726	32	49003	\spr\npcres\woman\FM_RH_142_DE01.spr
893875BA	187876104	114685	32	90007	\spr\npcres\man\MA_LH_137_MG05.spr
893C2DFB	187966111	98013	32	80000	\spr\npcres\woman\FM_RW_193_HD01.spr
894AAFA3	188046111	166097	32	137344	\spr\npcres\woman\FM_RW_188_HM01.spr
894F36E8	188183455	35793	32	29123	\spr\npcres\man\MA_HD_128_HA02.spr
8950499D	188212578	32624	32	25028	\spr\npcres\woman\FM_LH_134_WK02.spr
895258E3	188237606	38515	32	30353	\spr\npcres\man\MA_HR_150_ST02.spr
89613FCF	188267959	23402	32	18715	\spr\npcres\woman\FM_HD_141_WK04.spr
8966005D	188286674	172468	32	140467	\spr\npcres\woman\FM_BD_131_WK04.spr
897A297A	188427141	191192	32	151506	\spr\npcres\man\MA_LW_200_ST07.spr
8981FF9C	188578647	23087	32	17625	\spr\npcres\woman\FM_RH_131_AT05.spr
8983E136	188596272	33842	32	24786	\spr\npcres\man\MA_HD_131_ST02.spr
898A44A7	188621058	23126	32	18838	\spr\npcres\woman\FM_HR_135_MG03.spr
898B12C4	188639896	113175	32	90895	\spr\npcres\man\MA_RH_130_HA02.spr
898BBBD4	188730791	198319	32	157448	\spr\npcres\woman\FM_BD_142_ZZ01.spr
89928CAC	188888239	90857	32	70494	\spr\npcres\woman\FM_RW_184_MG05.spr
89991F28	188958733	78941	32	64413	\spr\npcres\man\MA_LH_137_AT04.spr
89B3414D	189023146	35078	32	28435	\spr\npcres\woman\FM_HD_133_AT06.spr
89CF68D0	189051581	58862	32	46034	\spr\npcres\woman\FM_HR_143_AT02.spr
89DF3EE6	189097615	154723	32	125897	\spr\npcres\man\MA_LH_130_JP01.spr
89EFC697	189223512	55935	32	47857	\spr\npcres\man\MA_HR_138_RN04.spr
89F7BF83	189271369	126940	32	104886	\spr\npcres\woman\FM_RW_195_HM01.spr
89FD882F	189376255	40398	32	30519	\spr\npcres\man\MA_LH_128_HM01.spr
89FE612C	189406774	13252	32	10055	\spr\npcres\woman\FM_HD_133_IJ03.spr
8A04365A	189416829	28290	32	23805	\spr\npcres\woman\FM_HR_135_AT07.spr
8A110CA2	189440634	23907	32	19757	\spr\npcres\man\MA_HD_132_HM01.spr
8A240B67	189460391	91506	32	78045	\spr\npcres\man\MA_RW_196_HR01.spr
8A2EA809	189538436	185328	32	148712	\spr\npcres\woman\FM_BD_143_RN01.spr
8A47D639	189687148	13282	32	11532	\spr\npcres\woman\FM_HR_135_IJ04.spr
8A4805D5	189698680	60518	32	52300	\spr\npcres\woman\FM_RW_197_IJ02.spr
8A5D5B06	189750980	49373	32	40217	\spr\npcres\man\MA_LH_129_IJ03.spr
8A5F3ED1	189791197	66782	32	54841	\spr\npcres\man\MA_RW_198_IJ02.spr
8A6A75A1	189846038	65212	32	52697	\spr\npcres\woman\FM_RH_142_DE02.spr
8A704D64	189898735	20689	32	12859	\spr\npcres\woman\FM_HD_129_ST03.spr
8A748FA2	189911594	133146	32	91070	\spr\npcres\woman\FM_BD_134_ST05.spr
8A8DB46B	190002664	28466	32	18868	\spr\npcres\woman\FM_HD_142_RD01.spr
8A8EFAD6	190021532	178980	32	153356	\spr\npcres\man\MA_BD_135_ZZ01.spr
8A94B81F	190174888	25719	32	21176	\spr\npcres\woman\FM_HD_140_JP01.spr
8A94EAEC	190196064	73538	32	61646	\spr\npcres\man\MA_RH_132_RN04.spr
8A9A83BD	190257710	26866	32	22048	\spr\npcres\woman\FM_LH_134_WK03.spr
8A9DE3DF	190279758	238097	32	167275	\spr\npcres\woman\FM_BD_132_RD01.spr
8AAAEC23	190447033	247748	32	207417	\spr\npcres\woman\FM_BD_130_JP01.spr
8AAE3A2A	190654450	78603	32	67414	\spr\npcres\woman\FM_LH_153_JP01.spr
8AB7C228	190721864	24751	32	19935	\spr\npcres\woman\FM_HR_141_DE03.spr
8ABDBD74	190741799	19351	32	14753	\spr\npcres\woman\FM_HR_141_ST05.spr
8AC31A7D	190756552	270904	32	226054	\spr\npcres\man\MA_BD_137_MG01.spr
8AE59B6D	190982606	26067	32	21439	\spr\npcres\woman\FM_HD_133_AT07.spr
8AE84F65	191004045	28599	32	22913	\spr\npcres\man\MA_HR_150_ST03.spr
8AFAB135	191026958	25459	32	18446	\spr\npcres\woman\FM_RH_129_WK01.spr
8AFFDC6C	191045404	21047	32	17894	\spr\npcres\woman\FM_HR_135_HR01.spr
8B01487C	191063298	107108	32	87211	\spr\npcres\man\MA_RW_197_HM01.spr
8B1705AA	191150509	72745	32	59718	\spr\npcres\man\MA_LH_137_AT05.spr
8B1997A8	191210227	25137	32	19151	\spr\npcres\man\MA_HD_131_ST03.spr
8B20BB4C	191229378	13956	32	11594	\spr\npcres\woman\FM_HD_133_IJ04.spr
8B306194	191240972	18483	32	15720	\spr\npcres\man\MA_HR_135_HI01.spr
8B3409BC	191256692	30066	32	24220	\spr\npcres\woman\FM_RH_131_AT06.spr
8B3C9EC7	191280912	29083	32	23368	\spr\npcres\woman\FM_HR_135_MG04.spr
8B48F58E	191304280	115589	32	90554	\spr\npcres\man\MA_LH_138_WK01.spr
8B58BD2F	191394834	23360	32	18225	\spr\npcres\woman\FM_HD_133_HR01.spr
8B5CA622	191413059	18875	32	16582	\spr\npcres\woman\FM_HR_130_IJ04.spr
8B623AB2	191429641	153254	32	108745	\spr\npcres\woman\FM_BD_142_ST01.spr
8B6D2C29	191538386	36343	32	29212	\spr\npcres\man\MA_LH_128_DE01.spr
8B71A2F0	191567598	61988	32	48702	\spr\npcres\woman\FM_HR_143_AT03.spr
8B7300C1	191616300	34785	32	23950	\spr\npcres\man\MA_HD_139_RD01.spr
8B76FE55	191640250	86137	32	68423	\spr\npcres\woman\FM_LH_132_DE01.spr
8BABD166	191708673	27201	32	20837	\spr\npcres\man\MA_HD_139_ST06.spr
8BB5A817	191729510	109246	32	91157	\spr\npcres\woman\FM_RW_199_HA01.spr
8BCB1B2D	191820667	45317	32	38657	\spr\npcres\man\MA_RW_291_HI01.spr
8BCF9D52	191859324	127860	32	101251	\spr\npcres\man\MA_BD_140_IJ02.spr
8BD1AD02	191960575	14676	32	8508	\spr\npcres\woman\FM_LH_129_ST06.spr
8BD33703	191969083	25344	32	20513	\spr\npcres\woman\FM_HD_141_AT03.spr
8BD97764	191989596	26427	32	20058	\spr\npcres\woman\FM_RH_143_RN03.spr
8BEDF19F	192009654	18912	32	13584	\spr\npcres\woman\FM_RH_131_MG03.spr
8BEDFCBC	192023238	35665	32	28515	\spr\npcres\man\MA_HR_130_IJ04.spr
8BF5AC14	192051753	37959	32	30548	\spr\npcres\man\MA_HD_135_WK03.spr
8BFE3DEF	192082301	157035	32	130169	\spr\npcres\woman\FM_BD_135_RN04.spr
8C0368B6	192212470	90717	32	74058	\spr\npcres\man\MA_LH_137_AT03.spr
8C08372D	192286528	26241	32	20359	\spr\npcres\woman\FM_HD_133_AT05.spr
8C0A135C	192306887	37570	32	27809	\spr\npcres\man\MA_RH_140_HW01.spr
8C103F26	192334696	281987	32	238478	\spr\npcres\man\MA_BD_139_HD01.spr
8C10BF2E	192573174	180842	32	144775	\spr\npcres\woman\FM_BD_143_AT07.spr
8C134B1A	192717949	22550	32	18753	\spr\npcres\woman\FM_HD_153_AT07.spr
8C259F22	192736702	113878	32	92925	\spr\npcres\woman\FM_BD_141_HI01.spr
8C2D3C7D	192829627	32618	32	25058	\spr\npcres\woman\FM_LH_134_WK01.spr
8C2F38A3	192854685	300400	32	233074	\spr\npcres\man\MA_BD_135_HA02.spr
8C310076	193087759	30661	32	25434	\spr\npcres\man\MA_HD_128_HA01.spr
8C33F63D	193113193	172402	32	140534	\spr\npcres\woman\FM_BD_131_WK03.spr
8C3EE5AF	193253727	23351	32	18750	\spr\npcres\woman\FM_HD_141_WK03.spr
8C470A87	193272477	28114	32	22790	\spr\npcres\woman\FM_HR_135_MG02.spr
8C4BD70C	193295267	17533	32	14634	\spr\npcres\woman\FM_HD_133_IJ02.spr
8C51D015	193309901	56063	32	47830	\spr\npcres\man\MA_HR_138_RN03.spr
8C5A59F9	193357731	49767	32	41650	\spr\npcres\man\MA_RH_138_ZZ01.spr
8C5EA27C	193399381	26694	32	20957	\spr\npcres\woman\FM_RH_131_AT04.spr
8C66BEAB	193420338	13757	32	12024	\spr\npcres\woman\FM_HR_153_HI01.spr
8C6DCCFB	193432362	32218	32	26844	\spr\npcres\woman\FM_HR_134_RN06.spr
8C75FAB4	193459206	33982	32	21260	\spr\npcres\man\MA_HD_131_ST01.spr
8C7D6C42	193480466	88811	32	73337	\spr\npcres\man\MA_RH_130_HA01.spr
8C7FFD40	193553803	28878	32	24094	\spr\npcres\woman\FM_RH_134_HM01.spr
8C84DEB0	193577897	55352	32	43873	\spr\npcres\woman\FM_HR_143_AT01.spr
8C8639B3	193621770	37256	32	27733	\spr\npcres\woman\FM_RH_140_HW01.spr
8C872462	193649503	27362	32	20450	\spr\npcres\man\MA_HD_139_ST04.spr
8CAD83B9	193669953	50969	32	45621	\spr\npcres\man\MA_LH_150_AT10.spr
8CAFA4DD	193715574	339150	32	207279	\spr\npcres\man\MA_BD_135_ST07.spr
8CB8F3EE	193922853	49693	32	41858	\spr\npcres\woman\FM_LW_184_HI01.spr
8CC8268F	193964711	190219	32	140960	\spr\npcres\woman\FM_BD_143_MG04.spr
8CCB2EA1	194105671	22377	32	17926	\spr\npcres\woman\FM_HD_153_MG04.spr
8CD2582B	194123597	84910	32	69052	\spr\npcres\woman\FM_RH_135_JP01.spr
8CD95F15	194192649	147040	32	120073	\spr\npcres\man\MA_RW_188_HW01.spr
8CD9C3B8	194312722	24868	32	19603	\spr\npcres\man\MA_HR_130_IJ02.spr
8CE1B310	194332325	37910	32	30592	\spr\npcres\man\MA_HD_135_WK01.spr
8CE7D2E2	194362917	28255	32	23250	\spr\npcres\woman\FM_HR_130_IJ02.spr
8CFDF356	194386167	101236	32	73409	\spr\npcres\man\MA_RH_130_ST06.spr
8D00A9AF	194459576	155296	32	129799	\spr\npcres\woman\FM_BD_135_RN02.spr
8D25B205	194589375	24362	32	19937	\spr\npcres\man\MA_HD_139_HR01.spr
8D431157	194609312	22223	32	19109	\spr\npcres\woman\FM_RH_134_DE03.spr
8D4BB118	194628421	35556	32	28565	\spr\npcres\woman\FM_HR_133_DE04.spr
8D5A35B0	194656986	19186	32	15340	\spr\npcres\woman\FM_LH_141_IJ02.spr
8D63E324	194672326	24609	32	19002	\spr\npcres\woman\FM_RH_143_RN01.spr
8D64D9C2	194691328	24636	32	17276	\spr\npcres\woman\FM_LH_129_ST04.spr
8D65A3C3	194708604	23395	32	18151	\spr\npcres\woman\FM_HD_141_AT01.spr
8D706A5F	194726755	23037	32	18903	\spr\npcres\woman\FM_RH_131_MG01.spr
8D7B9FB8	194745658	130473	32	106683	\spr\npcres\man\MA_RW_196_ST01.spr
8D8AE55E	194852341	54045	32	44173	\spr\npcres\woman\FM_HR_132_HA01.spr
8D8C0CC1	194896514	30845	32	25971	\spr\npcres\man\MA_HD_150_HD01.spr
8D909494	194922485	131714	32	112706	\spr\npcres\woman\FM_RW_195_DE02.spr
8DAB6204	195035191	74346	32	63286	\spr\npcres\woman\FM_RH_153_HA02.spr
8DB352B4	195098477	31495	32	22223	\spr\npcres\woman\FM_HR_133_ST06.spr
8E1D2AE4	195120700	27330	32	21205	\spr\npcres\man\MA_HD_139_ST05.spr
8E2A6C02	195141905	21777	32	17980	\spr\npcres\woman\FM_HR_130_IJ03.spr
8E3BB63B	195159885	115608	32	103241	\spr\npcres\man\MA_LH_150_AT11.spr
8E4BE3CF	195263126	153556	32	128642	\spr\npcres\woman\FM_BD_135_RN03.spr
8E532BDE	195391768	115041	32	92463	\spr\npcres\woman\FM_RW_198_RD01.spr
